BLOCK_ID,TOTAL_KWH,TOTAL_THERMS,TOTAL_SQFT,TOTAL_SQFT,KWH_PER_SQFT,THERMS_PER_SQFT,KWH_PER_SQMETER,THERMS_PER_SQMETER
170310308003012,381305,67177,96949,96949,3.933047272,0.692910706,42.33498673,7.458431973
170310308003013,176835,62117,76784,76784,2.303018858,0.808983642,24.78949935,8.707831205
170310308003014,547765,27375,22843,18500,23.9795561,1.47972973,258.1139048,15.92768511
170310308003015,248287,66311,75823,78651,3.27456049,0.843104347,35.24709094,9.075103571
170310308004000,33020,4532,,10571,,0.428720083,,4.614706557
170310308004001,209261,39198,46212,48186,4.528282697,0.813472793,48.74205028,8.75615204
170310308004002,191210,28714,33153,35054,5.767502187,0.81913619,62.0809036,8.817112363
170310308004003,170113,34179,36530,36530,4.656802628,0.935641938,50.1254279,10.07117034
170310308004004,200078,37744,18430,84388,10.85610418,0.447267384,116.8541832,4.814348126
170310308004005,149813,48202,54543,47771,2.746695268,1.00902221,29.56519454,10.86102935
170310308004006,238119,55322,60971,65725,3.905446852,0.841719285,42.03789815,9.06019488
170310308004007,225559,45108,60551,60551,3.72510776,0.744958795,40.09674349,8.018673187
170310308004008,143975,30655,46762,46762,3.078888841,0.655553655,33.14089794,7.05632385
170310308004009,228976,52022,54833,58541,4.175879489,0.888642148,44.94881208,9.565268595
170310308004010,650577,55456,20019,23058,32.49797692,2.405065487,349.8054629,25.88792059
170310308004011,91567,31309,33225,33225,2.755966892,0.942332581,29.66499351,10.14318785
170310308004012,309759,61621,70469,64667,4.395677532,0.95289715,47.31469955,10.25690398
170310308004013,279306,52589,71094,66792,3.928685965,0.787354773,42.28804199,8.475019892
170310308004014,745043,40291,45981,45981,16.20327962,0.876253235,174.4107253,9.431915385
170310308004015,228422,47145,65015,65015,3.513373837,0.725140352,37.81765752,7.805349152
170310309001000,2498735,33604,36600,6000,68.27144809,5.600666667,734.8680676,60.28510023
170310309001001,7649,2064,6855,6855,1.115827863,0.301094092,12.01067633,3.240951228
170310309001002,122776,27348,30400,32103,4.038684211,0.851883002,43.47205376,9.169596263
170310309001003,79988,17974,19158,19158,4.175174862,0.938198142,44.94122753,10.0986851
170310309001004,132930,29831,48462,39894,2.742973876,0.747756555,29.52513779,8.048788036
170310309001006,51975,11376,13815,13815,3.762214984,0.823452769,40.49616249,8.863575651
170310309001008,54970,9862,9443,9443,5.821243249,1.044371492,62.65936782,11.24152602
170310309001009,83853,18529,22402,22402,3.743103294,0.827113651,40.29044589,8.902981072
170310309001010,128935,26888,29761,29761,4.332347703,0.903464265,46.63302265,9.724812604
170310309001011,77444,9434,18542,18542,4.17667997,0.508790853,44.95742839,5.476581523
170310309001012,132261,40847,40546,40546,3.261998718,1.007423667,35.11187709,10.84382277
170310309001013,107575,18045,19422,19422,5.538821954,0.929101019,59.619409,10.00076445
170310309001014,19986,10228,12893,12893,1.550143489,0.793298689,16.68561283,8.538999701
170310309001015,154484,30758,43777,36433,3.528885031,0.844234622,37.9846187,9.087269759
170310309002000,808489,86523,100980,103436,8.006427015,0.836488263,86.18050026,9.003888607
170310309002001,56462,11672,15056,12902,3.750132837,0.904665943,40.36611129,9.737747363
170310309002002,172570,33441,48350,48350,3.56918304,0.691644261,38.41838305,7.444800067
170310309002003,59540,10881,10499,10499,5.671016287,1.036384418,61.04233757,11.15555383
170310309002004,40276,13242,11848,13962,3.399392302,0.948431457,36.59076997,10.20883563
170310309002005,155134,41919,46317,48565,3.34939655,0.863152476,36.05261994,9.290899929
170310309002006,52901,8730,8182,8182,6.465534099,1.066976289,69.5944598,11.48484214
170310309002007,199741,27132,39232,39232,5.091277529,0.691578303,54.80207882,7.444090109
170310309002008,104921,23343,24667,27137,4.253496574,0.860190883,45.7842758,9.259021596
170310309002009,83189,12463,18062,18062,4.605746872,0.69001218,49.57586808,7.427232493
170310309002010,75047,17960,15003,15003,5.002132907,1.197093915,53.84253368,12.8854172
170310309002011,192213,37485,38583,44691,4.981805458,0.838759482,53.62373076,9.02833581
170310309002012,152420,24247,31804,31804,4.792478933,0.762388379,51.58583612,8.206283746
170310309002013,362120,40064,45199,45199,8.011681674,0.886391292,86.23706096,9.541040568
170310309002016,86935,30816,25177,25177,3.452953092,1.223974262,37.16729376,13.17475498
170310309002017,89918,20741,28734,28734,3.129324146,0.7218278,33.68377927,7.769693119
170310309003000,340555,40943,26757,25202,12.72769742,1.624593286,136.9998539,17.48698413
170310309003002,119312,10387,14290,14290,8.349335199,0.726871938,89.87153482,7.823987798
170310309003003,82068,23943,34661,34661,2.367733187,0.690776377,25.48607889,7.43545824
170310309003004,115904,17468,21801,21801,5.316453374,0.801247649,57.22585249,8.624561631
170310309003005,109975,19471,30339,30339,3.624872277,0.641781206,39.01781726,6.90807838
170310309003007,233803,20392,22359,22359,10.45677356,0.912026477,112.5558223,9.816975523
170310309003008,61192,17097,17901,17901,3.418356516,0.955086308,36.79489916,10.28046789
170310309003009,120147,19900,24325,27705,4.939239466,0.718281899,53.16555402,7.731525339
170310309003010,119309,16586,28369,28369,4.205611759,0.584652261,45.26884772,6.293147275
170310309003011,115667,17480,26650,26650,4.340225141,0.655909944,46.71781472,7.060158915
170310309003012,104567,16790,19688,21608,5.311204795,0.777027027,57.16935723,8.363852911
170310309003013,180099,40483,37577,37865,4.792798786,1.069140367,51.589279,11.50813609
170310309003014,139719,20858,18004,18004,7.760442124,1.158520329,83.53273978,12.4702144
170310309003015,86903,13935,14133,14133,6.148942192,0.985990236,66.18669141,10.61311514
170310309003016,985037,61530,23866,23866,41.2736529,2.578144641,444.2660936,27.7509299
170310309003017,93065,10371,10969,10969,8.484365029,0.945482724,91.32498443,10.17709572
170310309003018,101822,13391,13556,11752,7.511212747,1.139465623,80.85005594,12.26511117
170310309003019,210757,30676,35837,36592,5.880988922,0.838325317,63.30246517,9.023662498
170310309004000,1014098,49577,105715,58851,9.592754103,0.842415592,103.2555903,9.067689869
170310309004001,122578,18032,25748,23148,4.760680441,0.778987386,51.24355985,8.384954044
170310309004002,148284,20108,20115,21599,7.371812081,0.930969026,79.34955901,10.02087151
170310309004004,112560,19456,21030,19844,5.35235378,0.98044749,57.61228142,10.5534535
170310309004005,163697,18148,59311,59311,2.75997707,0.305980341,29.70815872,3.293546397
170310309004006,182078,30545,39539,26602,4.605022889,1.148221938,49.56807518,12.3593634
170310309004007,324137,46301,59378,63145,5.458873657,0.733248872,58.75885232,7.892628566
170310309004008,55037,11046,15665,17145,3.513373763,0.644269466,37.81765673,6.934861806
170310309004009,102932,20557,23399,24848,4.39899141,0.827310045,47.35036985,8.905095046
170310309004010,573725,20206,49434,50754,11.60587855,0.398116405,124.9246908,4.28529116
170310309004011,149842,19320,34802,34802,4.305557152,0.555140509,46.34465143,5.975485282
170310309004012,111161,34439,47178,47178,2.356204163,0.729980075,25.36198145,7.857443521
170310309004013,65400,12132,18560,18560,3.523706897,0.653663793,37.9288817,7.035981541
170310310001000,248138,18751,25197,25733,9.847918403,0.728675242,106.0021571,7.843398404
170310310001001,148806,37106,37735,37735,3.943447728,0.983331125,42.44693635,10.5844927
170310310001002,223199,37933,59260,61560,3.766436045,0.616195582,40.54159763,6.632676895
170310310001003,153913,4755,15819,12679,9.729628927,0.375029576,104.7288993,4.036786503
170310310001004,301328,43163,66621,66353,4.523018268,0.650505629,48.68538441,7.001987331
170310310001005,97215,13823,19372,19372,5.018325418,0.713555647,54.0168285,7.680652372
170310310001007,124458,29142,24789,24789,5.020694663,1.175602082,54.04233085,12.65408094
170310310001008,378369,63821,77448,76957,4.88545863,0.829307275,52.58666168,8.926593065
170310310001009,176848,14422,35529,35529,4.977567621,0.405921923,53.57811503,4.369309096
170310310001010,412676,58276,74869,68775,5.511974248,0.847342784,59.33042257,9.120725751
170310310001011,142052,23162,34212,37124,4.152110371,0.623909062,44.69296331,6.715704138
170310310002000,629876,17590,13819,9746,45.58043274,1.804843013,490.623906,19.42717687
170310310002001,85736,35283,15674,20794,5.469950236,1.696787535,58.87807968,18.26407689
170310310002002,79420,19176,15256,15256,5.205820661,1.256948086,56.03501136,13.52968242
170310310002003,330480,53406,61104,64992,5.408483896,0.821731905,58.21646122,8.845052425
170310310002004,295475,48811,64726,63860,4.565012514,0.764343877,49.13740691,8.227332564
170310310002005,8596,176,2846,2846,3.02037948,0.061841181,32.51110814,0.665653215
170310310002007,117495,36834,56160,56160,2.092147436,0.655876068,22.51969727,7.059794284
170310310002008,15452,3431,4438,4438,3.481748535,0.773095989,37.47724546,8.321539554
170310310002009,481725,23302,34268,18500,14.05757558,1.259567568,151.3145494,13.5578783
170310310002010,186548,8135,17390,11666,10.72731455,0.697325561,115.4679025,7.505953107
170310310002011,28340,12263,15108,15108,1.875827376,0.811689171,20.19124653,8.736953288
170310310002012,358883,78870,85223,90802,4.211104983,0.868593203,45.32797631,9.349463449
170310310002013,790630,23914,94758,87158,8.343675468,0.274375272,89.81061395,2.953352125
170310310002015,74593,26937,9081,10929,8.21418346,2.464726873,88.41677298,26.53011069
170310310003000,49325,7044,6333,6333,7.788567819,1.112269067,83.83548238,11.97236975
170310310003001,146472,16047,26066,26066,5.61927415,0.615629556,60.4853896,6.626584241
170310310003002,224531,43381,50092,50092,4.482372435,0.866026511,48.24787612,9.321835799
170310310003003,149515,17336,25187,25187,5.936197245,0.688291579,63.89672287,7.408712087
170310310003004,81596,7641,16454,16454,4.959037316,0.46438556,53.37865641,4.998606716
170310310003005,186666,24345,34271,38398,5.446762569,0.634017397,58.6284896,6.824509399
170310310003006,97375,41683,29760,29760,3.272009409,1.400638441,35.21963132,15.07635319
170310310003007,24563,3997,6693,6693,3.669953683,0.597191095,39.50306969,6.428114218
170310310003008,491371,93140,126781,134774,3.875746366,0.69108285,41.71820464,7.438757089
170310310003009,578720,101886,121869,104417,4.748705577,0.975760652,51.11466344,10.50300477
170310310003010,540857,113671,116501,111233,4.642509506,1.021917956,49.97157795,10.99983807
170310310003013,3555129,89448,198518,198666,17.90834584,0.450243122,192.7639134,4.846378714
170310310003014,516332,120451,150400,156561,3.433058511,0.769355076,36.95315017,8.281272679
170310310003015,632370,128961,123561,132412,5.117877,0.973937407,55.08839327,10.48337952
170310311001001,477367,88582,119519,123766,3.994067889,0.715721604,42.99180746,7.703966542
170310311001002,496483,105982,112073,118105,4.42999652,0.897354049,47.68410622,9.659042758
170310311001003,1400534,203487,203583,217285,6.879425099,0.936498148,74.04954737,10.08038651
170310311001004,489452,127219,155673,155673,3.144103345,0.817219428,33.84286132,8.7964805
170310311001005,409902,106512,116563,120078,3.516570438,0.887023435,37.85206547,9.5478449
170310311001006,739447,423366,150581,475656,4.910626175,0.890067612,52.85756299,9.580612164
170310311001007,439805,122217,133732,129480,3.288704274,0.943906395,35.39933344,10.16012825
170310311001008,67713,10335,10130,13082,6.684402764,0.790016817,71.95034352,8.503673907
170310311001009,490984,24377,22100,22100,22.21647059,1.103031674,239.1362021,11.87293924
170310311002000,1505573,158342,171665,171665,8.770413305,0.922389538,94.40398378,9.928522629
170310311002001,96212,38824,40776,46589,2.359525211,0.833329756,25.39772893,8.969890703
170310311002002,638896,151863,167078,167078,3.82393852,0.908934749,41.16054939,9.783696426
170310311002003,825228,125052,85585,106967,9.642203657,1.169070835,103.7878611,12.58377916
170310311002004,122751,4028,8600,8600,14.27337209,0.468372093,153.6373647,5.041517422
170310311002005,254740,67882,94890,94890,2.684582148,0.715375698,28.89661419,7.700243245
170310311003000,173817,37425,32104,38842,5.414185148,0.963518871,58.27782901,10.37123528
170310311003001,116964,29209,54400,56200,2.150073529,0.519733096,23.14320882,5.594362896
170310311003002,430899,22187,22425,20060,19.21511706,1.106031904,206.8298877,11.90523346
170310311003003,358233,65369,81134,81134,4.415325264,0.805691818,47.52618607,8.672398291
170310311003004,369452,76225,86070,97709,4.292459626,0.780122609,46.20367077,8.397173492
170310311003005,725878,132243,139185,126074,5.215202788,1.04893158,56.13599978,11.29061042
170310311003006,361831,76919,150616,134220,2.402341053,0.573081508,25.85859502,6.168600669
170310311003007,311933,57394,108379,108379,2.87816828,0.529567536,30.98035887,5.700219973
170310311003008,1223113,191071,185189,159662,6.604674144,1.196721825,71.09215142,12.88141206
170310311003009,276215,15557,18509,18509,14.92328057,0.840510022,160.6329243,9.047178478
170310312001000,1591350,140678,72968,76150,21.80887512,1.847380171,234.7488792,19.88504322
170310312001001,420412,46929,69926,57494,6.012241512,0.816241695,64.71525691,8.785956264
170310312001002,399656,51016,69903,69903,5.717293964,0.72981131,61.54046656,7.855626944
170310312001003,566058,56823,56736,64317,9.977051607,0.883483371,107.392136,9.509739959
170310312002000,72951,13508,18129,18129,4.023994705,0.745104529,43.31393717,8.020241851
170310312002001,360503,61793,75840,59349,4.753467827,1.041180138,51.16592389,11.20717456
170310312002002,301678,39810,58876,58876,5.123955432,0.676166859,55.15382099,7.278202632
170310312002004,1708028,128089,148182,111156,11.52655518,1.152335456,124.0708608,12.40364096
170310312002005,2682718,182872,35456,143380,75.66330099,1.275435905,814.4333444,13.72868373
170310312002007,1659913,4886,324166,7959,5.120564772,0.613896218,55.11732422,6.607926742
170310312003000,155683,38306,31857,28720,4.886932228,1.333774373,52.60252337,14.35663405
170310312003001,63390,14012,45920,21588,1.380444251,0.649064295,14.85898465,6.986472934
170310312003003,29535,5073,3900,3900,7.573076923,1.300769231,81.51595668,14.0013695
170310312003004,341155,15881,39575,,8.620467467,,92.78997951,
170310312003005,287630,43982,57074,97776,5.039597715,0.449824088,54.2458017,4.841868268
170310312003007,1290355,87341,121609,139480,10.61068671,0.626190135,114.2125304,6.740257417
170310312003008,356521,36307,63008,63008,5.658344972,0.576228415,60.90594461,6.202473714
170310312003009,240381,106922,94895,172539,2.533126087,0.619697576,27.26635401,6.670372061
170310312004001,246926,43177,69206,69206,3.567985435,0.623890992,38.40549212,6.71550964
170310312004002,499029,66613,66837,67643,7.466358454,0.984772999,80.36724814,10.60001291
170310312004003,1009238,177153,48938,42938,20.62278802,4.125786017,221.9819383,44.40961021
170310312004004,208671,30900,58960,58960,3.539196065,0.524084125,38.09560579,5.641196999
170310312004005,657429,106819,122756,106339,5.355575288,1.004513866,57.64695745,10.81250192
170310313001007,1920292,233450,28687,28687,66.93944993,8.137832468,720.5305526,87.59493738
170310313001008,299092,,64155,,4.662021666,,50.18160518,
170310313001009,18329,62044,10545,179479,1.738169749,0.345689468,18.70951152,3.720972066
170310313002000,10245,4452,5304,5304,1.931561086,0.839366516,20.79115945,9.034869873
170310313002001,376991,24010,45519,45519,8.282058042,0.527472045,89.14736921,5.67766428
170310313002002,225687,55382,68208,94833,3.308805419,0.583995023,35.61570045,6.286072816
170310313002003,258914,48797,72378,72378,3.57724723,0.674196579,38.5051853,7.256994705
170310313002004,1078705,115911,440658,440658,2.447941488,0.263040725,26.34943422,2.831348024
170310313003001,327461,24220,50480,37094,6.486945325,0.652935785,69.82492842,7.028145321
170310313004001,523856,61057,101440,86618,5.164195584,0.704899674,55.58696257,7.587480215
170310313004002,851810,174382,323951,322884,2.629440872,0.540076312,28.30307818,5.813335546
170310313004003,731528,125550,163891,167380,4.463503182,0.750089616,48.04476908,8.073900912
170310313004004,398851,44523,83181,83181,4.794977218,0.535254445,51.61272745,5.761433378
170310313004005,58855,8537,11593,11593,5.076770465,0.736392651,54.64592602,7.926467937
170310313004006,1165264,257101,466792,285521,2.496323844,0.900462663,26.8702178,9.692503611
170310313005001,3223891,167998,701840,701840,4.59348427,0.239367947,49.44387447,2.576536249
170310313005002,484505,80967,111527,111527,4.344284344,0.725985636,46.76150763,7.814447712
170310313005003,857869,88830,140781,131404,6.093641898,0.676006819,65.59144374,7.27647997
170310314001000,199329,19144,33679,33679,5.918495205,0.568425428,63.70617961,6.118483023
170310314001001,7773254,673217,2758693,2758693,2.817730715,0.244034766,30.32981406,2.626769488
170310314002001,61261,8519,10477,10477,5.847189081,0.813114441,62.93864655,8.752294772
170310314003003,2841044,408414,802466,1347674,3.540391742,0.303051035,38.10847596,3.262015593
170310314003004,1302368,221102,269852,269852,4.826230675,0.819345419,51.949137,8.819364487
170310314004008,206286,60396,161441,161441,1.277779498,0.37410571,13.75390997,4.026842087
170310314005002,1081151,241141,140379,130358,7.701657655,1.849836604,82.89998876,19.91148406
170310314005003,299353,44617,65123,65123,4.596732337,0.685118929,49.47883639,7.37456195
170310314005005,70329,17939,21116,21116,3.330602387,0.849545368,35.85032116,9.144434178
170310314006005,4393411,24915,59877,28277,73.37393323,0.881104785,789.7907843,9.484137055
170310315011001,1059791,54870,382869,99989,2.768025095,0.548760364,29.79478698,5.906809938
170310315011004,19468,3677,9100,9100,2.139340659,0.404065934,23.02768112,4.349331389
170310315011005,913862,60068,353847,65901,2.582647302,0.911488445,27.79939617,9.81118419
170310315012000,673888,105189,142577,140434,4.726484636,0.749028013,50.87547912,8.062473905
170310315012001,162799,33606,13354,13354,12.19102891,2.516549349,131.2231995,27.08792341
170310315012002,2314141,342851,1016509,965611,2.276557315,0.3550612,24.50466955,3.82184859
170310315012003,1069650,162064,174834,188835,6.118089159,0.858230731,65.85459198,9.237922678
170310315012004,190117,27655,62139,54530,3.059543926,0.507152026,32.93267091,5.45894133
170310315013000,49517,3623,2635,2635,18.79203036,1.374952562,202.2758184,14.79987257
170310315013001,87776,17755,23466,23466,3.740560811,0.756626609,40.26307882,8.144264542
170310315013002,27938,3932,7146,7146,3.909599776,0.550237895,42.08259987,5.922713963
170310315013006,331911,4529,153680,1500,2.159754034,3.019333333,23.24740896,32.49984751
170310315021000,54471,12158,25469,25469,2.138717657,0.477364639,23.02097518,5.138312427
170310315021001,199968,75529,76022,94701,2.630396464,0.797552296,28.31336409,8.584785165
170310315021002,332278,44279,58728,58728,5.657914453,0.753967443,60.90131054,8.115641509
170310315021003,459994,6928,18300,18300,25.13628415,0.378579235,270.5648273,4.074994725
170310315021004,234194,14929,47200,47200,4.961737288,0.316292373,53.40771868,3.404544233
170310315021005,309961,28543,79542,79542,3.896821805,0.35884187,41.94505888,3.862543402
170310315021006,341442,45469,75482,75482,4.523489044,0.602382025,48.6904518,6.483988944
170310315021007,624398,127151,196240,90833,3.18180799,1.39983266,34.24871092,15.06767984
170310315021008,194943,16951,39484,26562,4.937265728,0.638167307,53.14430888,6.869178678
170310315021009,273099,44001,84650,84650,3.226213822,0.519799173,34.72669151,5.595074143
170310315022000,1773408,150363,237462,237462,7.468175961,0.633208682,80.38681163,6.815804461
170310315022001,175751,21847,33465,32792,5.251785447,0.666229568,56.52977242,7.171238477
170310315022002,103261,18319,28282,28282,3.651120854,0.647726469,39.30035472,6.97207269
170310315022003,289331,40721,11657,11657,24.82036545,3.493265849,267.1643052,37.60121685
170310315022004,29711,12539,109041,109041,0.272475491,0.114993443,2.932903037,1.23777965
170310315022005,124446,44822,51481,51481,2.417319011,0.870651308,26.01981648,9.371616721
170310315023000,101431,18263,26555,26555,3.819657315,0.687742421,41.11446686,7.402801001
170310315023001,2356047,228679,223937,104400,10.521026,2.190411877,113.2474301,23.57740738
170310317001000,510677,97670,50368,47736,10.13891757,2.046044914,109.1344474,22.02345364
170310317001001,127058,22991,18415,18415,6.89970133,1.248493076,74.267799,13.43867342
170310317001002,310638,48359,93114,72911,3.33610413,0.663260688,35.90954146,7.139281699
170310317001003,985858,92253,119200,144972,8.270620805,0.636350468,89.02425977,6.849622377
170310317001004,217402,34145,51545,49096,4.217712678,0.695474173,45.39910098,7.486024919
170310317001005,397998,66538,83082,88690,4.790423919,0.750231142,51.56371612,8.075424283
170310317001006,508218,109803,145214,147982,3.499786522,0.742002406,37.67140482,7.986850863
170310317001007,235943,49135,63940,54050,3.690068815,0.90906568,39.71958725,9.785105755
170310317001008,332895,52887,50132,45487,6.640369425,1.162683844,71.4763724,12.51503013
170310317001009,256244,51026,24820,24820,10.32409347,2.055842063,111.1276651,22.12890932
170310317002000,349853,48977,63046,50968,5.549170447,0.960936274,59.7307993,10.34343642
170310317002001,358269,47921,100160,100160,3.576966853,0.478444489,38.50216735,5.149935834
170310317002002,614576,57470,85800,85800,7.162890443,0.66981352,77.10074425,7.209815827
170310317002003,526582,71557,74899,92297,7.030561156,0.775290638,75.67636304,8.345162566
170310317002004,158945,17882,51255,51255,3.101063311,0.348883036,33.37958205,3.75534736
170310317002005,454375,52825,65616,75257,6.924759205,0.70192806,74.53751983,7.555494008
170310317002006,575352,95905,68977,77068,8.341215188,1.244420512,89.7841317,13.39483668
170310317002007,254254,74046,48667,48667,5.224361477,1.52148273,56.23458313,16.37711085
170310317002008,234184,36408,47830,57332,4.896173949,0.635038024,52.70200047,6.835495346
170310317002009,447752,64582,37568,59568,11.91844123,1.08417271,128.2890889,11.66994295
170310317003000,313719,41930,86901,86901,3.610073532,0.482503078,38.85852483,5.193622146
170310317003001,739588,116830,151016,141016,4.897414843,0.828487548,52.71535735,8.917769582
170310317003002,630151,75060,89678,89678,7.026818172,0.836994581,75.63607388,9.009338564
170310317003003,383723,66659,99785,99785,3.84549782,0.668026256,41.39261187,7.190577876
170310317003004,395592,97987,97202,95516,4.069792803,1.025870011,43.806904,11.04237766
170310317003005,815260,91874,41425,49581,19.68038624,1.853008209,211.8380057,19.94562295
170310317003006,370355,66091,89728,89728,4.127529868,0.736570524,44.42838087,7.928382552
170310317003007,267547,29971,47720,41101,5.606601006,0.729203669,60.34897695,7.849086348
170310317003008,427134,21145,168248,170126,2.538716656,0.124290232,27.32653043,1.337849498
170310317004000,362801,52948,63442,63442,5.718624886,0.834589073,61.55479248,8.98344589
170310317004001,214653,19781,32349,44767,6.63553742,0.44186566,71.42436111,4.756204428
170310317004002,237099,59163,71861,71861,3.299411364,0.823297755,35.51458364,8.861907101
170310317004003,779311,92637,161124,140110,4.836715821,0.661173364,52.06199823,7.116813922
170310317004004,455874,76887,107317,107317,4.247919714,0.716447534,45.72424695,7.711780394
170310317004005,703664,84459,172199,172199,4.086341965,0.490473232,43.98503778,5.279412199
170310317004007,299894,39616,63850,72886,4.696851997,0.543533738,50.5565159,5.850550979
170310317004008,192566,21719,19572,19572,9.83885142,1.109697527,105.9045609,11.94468991
170310318001001,254226,44287,10010,8000,25.3972028,5.535875,273.3733334,59.58768823
170310318001002,26222,547,4866,4866,5.388820386,0.112412659,58.00480486,1.210000315
170310318001003,145937,40650,39010,39010,3.741015124,1.042040502,40.267969,11.21643545
170310318001004,376059,84024,98915,52148,3.801839964,1.611260259,40.92268241,17.34346856
170310318001005,392793,67302,72687,70787,5.403896157,0.950767796,58.16707918,10.23398379
170310318001006,285472,69323,88594,107055,3.222249814,0.647545654,34.68402327,6.970126413
170310318001007,316249,50662,61491,64251,5.143012799,0.788501346,55.35895287,8.487361509
170310318001008,1351360,76580,29152,28317,46.35565313,2.704382526,498.9683124,29.10974378
170310318001009,780156,49191,119380,113080,6.5350645,0.435010612,70.34287913,4.682417273
170310318001010,164528,43509,59083,24566,2.78469272,1.771106407,29.97419589,19.06403891
170310318001011,191589,54035,49588,53005,3.863616197,1.019432129,41.58763654,10.97308084
170310318001012,352836,67456,80914,78020,4.360629804,0.864598821,46.93744879,9.306468261
170310318001013,392080,77434,90259,90259,4.34394354,0.857908907,46.75783925,9.234458592
170310318001014,177626,49192,31313,46348,5.672596046,1.061361871,61.05934196,11.42440902
170310318001015,1112950,104837,133966,138166,8.30770494,0.758775676,89.42343025,8.167396915
170310318001016,516330,27106,52862,52862,9.767507851,0.512769097,105.1366248,5.519403
170310319001000,412642,41323,54948,20560,7.509681881,2.009873541,80.83357783,21.63410806
170310319001001,331071,71367,91932,91932,3.601259627,0.776302049,38.7636527,8.356049313
170310319001002,274679,67895,64195,64195,4.278822338,1.057636888,46.05688017,11.38431361
170310319001003,267747,47537,61422,61422,4.359138419,0.773940933,46.92139564,8.33063446
170310319001004,401597,31989,67322,67322,5.965315944,0.475164137,64.21015408,5.114626401
170310319001005,272460,76371,94451,91633,2.884670358,0.833444283,31.05034669,8.971123464
170310319001006,334357,58523,75759,78224,4.413429428,0.748146349,47.50577944,8.052983746
170310319001007,210948,26332,26086,26086,8.08663651,1.009430346,87.04386844,10.86542249
170310319001008,274693,64350,40668,36955,6.754524442,1.741306995,72.7051273,18.74328057
170310319001009,540935,34939,92700,72400,5.835329018,0.482582873,62.81098585,5.194481049
170310319002000,623039,42005,294692,122292,2.114203982,0.343481176,22.75711207,3.697202202
170310319002001,332351,91551,94569,98432,3.514375747,0.930093872,37.828442,10.01145143
170310319002002,204610,39280,44906,46931,4.556406716,0.836973429,49.04477483,9.009110891
170310319002003,507955,71094,84080,78279,6.041329686,0.908212931,65.02835954,9.775926834
170310319002004,275924,58432,31322,20454,8.809271439,2.856751736,94.82224943,30.749833
170310319002005,422613,62054,74517,87789,5.671363581,0.706853934,61.04607582,7.608515698
170310319002006,179385,32894,34720,34720,5.166618664,0.947407834,55.6130444,10.19781745
170310319002007,316978,52905,59984,62384,5.284375834,0.848053988,56.88057257,9.128381088
170310319002008,257464,42581,51566,53656,4.9929023,0.793592515,53.74317622,8.54216242
170310319002009,1467829,133028,200436,209936,7.323180467,0.633659782,78.82609245,6.820660065
170310319002010,492069,77376,67626,67626,7.276328631,1.144175317,78.32178327,12.31580592
170310321001000,1047852,195887,215109,207731,4.871260617,0.942983955,52.43383547,10.15019919
170310321001001,1971776,55723,1690171,1690171,1.166613319,0.032968853,12.55732666,0.354873938
170310321001002,375761,30876,35431,35431,10.60543027,0.871440264,114.1559505,9.380108976
170310321001003,2341986,121078,285434,251593,8.205000105,0.481245504,88.31792413,5.18008572
170310321001004,806038,78032,56671,56671,14.22311235,1.376929999,153.0963731,14.82115755
170310321001005,163718,15650,23590,19836,6.940144129,0.78896955,74.70312185,8.492401218
170310321002001,1469982,247157,393455,488839,3.736086719,0.505600003,40.21492007,5.442235485
170310321002002,829387,96610,118644,118644,6.990551566,0.814284751,75.24570322,8.764891887
170310321002003,60709,12501,32764,22266,1.852917837,0.561438965,19.94465019,6.043281328
170310321002004,1288208,186004,106293,106293,12.11940579,1.74991768,130.4522544,18.83596526
170310321003000,1079105,104297,82030,98730,13.15500427,1.056386104,141.5993484,11.37085028
170310321003001,248798,17116,19528,19528,12.74057763,0.876485047,137.1384953,9.434410591
170310321003002,228017,40801,29949,29949,7.613509633,1.362349327,81.95117093,14.66421243
170310321003003,435694,67057,116143,116143,3.751358239,0.577365833,40.37930142,6.214716785
170310321003004,803864,105116,162843,153879,4.936435708,0.683108156,53.13537462,7.352918166
170310321003005,1490837,176007,247032,312946,6.034995466,0.562419715,64.96017853,6.053838031
170310321004000,2722252,547845,1037991,993660,2.622616188,0.551340499,28.22961786,5.934582293
170310321005000,728062,120677,219371,230022,3.318861654,0.524632426,35.72394492,5.647098872
170310321005001,1090085,84552,153185,122785,7.116134086,0.688618317,76.5974628,7.412229062
170310321005002,493568,91237,97682,94306,5.052803997,0.967457002,54.38795299,10.41362498
170310321005003,20877,2401,3824,3824,5.459466527,0.627876569,58.76523392,6.758410052
170310321005005,397976,,11317,,35.16621013,,378.5260985,
170310321005006,575555,83249,141755,120799,4.060209516,0.689153056,43.70375032,7.417984951
170310401001001,165838,23633,19266,21633,8.607806498,1.092451347,92.65369793,11.7590535
170310401001002,80160,7234,22870,22870,3.505028422,0.316309576,37.72782818,3.404729404
170310401001003,575111,30916,86863,54857,6.620897275,0.563574384,71.26677583,6.066266798
170310401001004,205157,22451,10200,10200,20.11343137,2.201078431,216.4992667,23.69222126
170310401001006,766346,71029,51800,98300,14.79432432,0.722573754,159.2448503,7.777722504
170310401001010,66194,12666,12235,12235,5.410216592,1.035226808,58.2351118,11.14309342
170310401001013,98124,16117,17465,17465,5.618322359,0.922817063,60.4751446,9.933124471
170310401001014,164978,29336,36237,38343,4.552749952,0.76509402,49.00541373,8.235407035
