BLOCK_ID,TOTAL_KWH,TOTAL_THERMS,TOTAL_SQFT,TOTAL_SQFT,KWH_PER_SQFT,THERMS_PER_SQFT,KWH_PER_SQMETER,THERMS_PER_SQMETER
170314603013009,106089,27916,30500,32498,3.478327869,0.859006708,37.4404257,9.246275234
170314603013010,148381,31335,30887,30887,4.803995208,1.014504484,51.70979633,10.92004009
170314603013011,62496,10229,10836,10836,5.76744186,0.94398302,62.08025425,10.16095303
170314603013012,115176,27890,24291,23075,4.741509201,1.208667389,51.03720225,13.0099931
170314603013013,129992,25518,19944,20427,6.51784998,1.249228962,70.1575835,13.44659442
170314603013014,69552,13097,9255,10355,7.515072934,1.264799614,80.89160666,13.6141956
170314603013015,63444,8496,7416,6116,8.555016181,1.389143231,92.08546744,14.95261973
170314603021000,115012,28377,21128,29247,5.443581977,0.970253359,58.59425397,10.44372474
170314603021001,100031,21399,15983,17670,6.258587249,1.211035654,67.36690149,13.0354849
170314603021002,76053,32720,29186,28488,2.605804153,1.148553777,28.04865454,12.36293529
170314603021004,8367,30409,1100,4300,7.606363636,7.071860465,81.87425203,76.1209053
170314603021005,140675,8545,5944,5944,23.66672275,1.437584118,254.7465932,15.47403333
170314603021006,239239,6054,10100,20000,23.6870297,0.3027,254.9651755,3.258237086
170314603021008,99829,15998,15607,23175,6.396424681,0.690312837,68.8505719,7.430468737
170314603021009,107329,17511,22157,22033,4.844022205,0.794762402,52.14064352,8.554754979
170314603021010,57257,35316,26868,21177,2.131048087,1.667658309,22.93842058,17.95053237
170314603021011,87905,17743,24728,18596,3.554877062,0.95412992,38.26439472,10.27017341
170314603021012,71091,25782,31339,31339,2.26845145,0.822681004,24.41741871,8.855268447
170314603021013,96235,25897,11062,9967,8.699602242,2.598274305,93.64177951,27.9676039
170314603021014,134105,30705,30602,29154,4.38222992,1.053200247,47.16995059,11.33655799
170314603021015,127073,22549,14493,16666,8.767887946,1.35299412,94.37680103,14.56351377
170314603021016,118069,25075,15432,17462,7.650920166,1.435975261,82.35385473,15.45671572
170314603022000,135713,25325,20189,21812,6.72212591,1.161058133,72.35639226,12.49753111
170314603022001,137734,55213,29401,29068,4.684670589,1.899442686,50.42539627,20.44543972
170314603022002,67770,18015,13088,14345,5.178025672,1.255838271,55.73582847,13.51773647
170314603022003,123644,28101,16664,16664,7.419827172,1.686329813,79.86638938,18.15151085
170314603022004,120675,35865,22969,18937,5.253820367,1.89391139,56.55167612,20.38590132
170314603022005,165953,39763,24735,26810,6.709237922,1.483140619,72.21766705,15.96439963
170314603022006,119957,28183,23178,23178,5.175468116,1.215937527,55.70829915,13.08824825
170314603022007,79736,17735,17682,17844,4.509444633,0.993891504,48.53927896,10.69816372
170314603022008,112192,19173,15885,16911,7.062763613,1.133759092,76.02298756,12.20368655
170314603022009,146158,32923,24460,29250,5.975388389,1.12557265,64.31857302,12.11556838
170314603022010,90739,17958,15127,15887,5.99847954,1.130358154,64.5671242,12.16707915
170314603022011,121881,42349,19342,20834,6.301364905,2.032686954,67.82735655,21.8796697
170314603023000,238387,55215,45852,48792,5.199053476,1.131640433,55.96216997,12.18088149
170314603023001,63788,22664,12850,14472,4.964046693,1.566058596,53.43257691,16.85692169
170314603023002,27362,1872,3499,3499,7.819948557,0.535010003,84.17326197,5.758802222
170314603023003,106163,26596,23270,24898,4.562226042,1.068198249,49.10741356,11.49799521
170314603023004,124232,24165,21156,23822,5.872187559,1.014398455,63.20772805,10.9188988
170314603023005,141618,26748,27435,27429,5.161946419,0.975172263,55.56275275,10.4966714
170314603023006,59813,18555,16491,14997,3.627008671,1.237247449,39.04081323,13.31762644
170314603023007,141852,25939,31676,23330,4.478216947,1.111830261,48.20314679,11.96764649
170314603023008,66565,18778,17196,17196,3.870958362,1.091998139,41.66666698,11.75417521
170314603023009,5948,2003,9422,9422,0.631288474,0.212587561,6.795135505,2.288274448
170314603023010,69353,17255,14528,15732,4.773747247,1.096809052,51.38420984,11.80595946
170314603023011,88458,18700,22602,21002,3.913724449,0.890391391,42.1269975,9.584097298
170314603023012,114013,25596,20543,16657,5.549968359,1.536651258,59.73938795,16.5403836
170314603023013,81710,13973,11179,11179,7.30924054,1.24993291,78.67604426,13.45417166
170314603023014,12509,4990,5836,5034,2.143420151,0.991259436,23.07159242,10.66983236
170314603023015,19436,4100,4687,4687,4.146788991,0.874759974,44.63568443,9.415842055
170314603024000,86749,25737,19788,25910,4.383919547,0.993323041,47.1881376,10.69204483
170314603024001,64145,12696,13172,12512,4.869799575,1.014705882,52.41810894,10.92220792
170314603024002,63779,17392,16158,17508,3.947208813,0.993374457,42.48742035,10.69259827
170314603024003,106405,16722,10395,13867,10.23617124,1.205884474,110.1812776,12.98003804
170314603024004,91999,11686,13524,13524,6.802647146,0.864093463,73.223116,9.301028637
170314603024005,142152,25915,17491,22951,8.127151106,1.1291447,87.47996412,12.15401763
170314603024006,175831,29661,30349,31407,5.793634057,0.944407298,62.36218483,10.16551993
170314603024010,23969,4500,4845,4845,4.947162023,0.92879257,53.25083176,9.99744432
170314603024011,139528,20063,16768,14251,8.321087786,1.407831029,89.56748206,15.15377361
170314603024012,102497,17494,15445,15445,6.636257689,1.132664293,71.43211402,12.19190223
170314603024013,70088,8887,8711,5357,8.045918953,1.658950905,86.60558812,17.85680662
170314603024016,60673,11653,7270,8834,8.345667125,1.319107992,89.83205198,14.19876637
170314603024017,157690,22835,24757,24757,6.369511653,0.922365392,68.56088235,9.928262721
170314603024018,9997,2468,2592,2592,3.856867284,0.952160494,41.51499181,10.24897467
170314603024019,40774,5085,7741,5005,5.267278129,1.015984016,56.69653434,10.93596564
170314603024020,67714,13833,13017,10993,5.201966659,1.25834622,55.99352722,13.54473182
170314603024021,60155,13959,14662,9862,4.102782704,1.415432975,44.16200449,15.2356003
170314603024022,89602,13916,12939,11975,6.924955561,1.162087683,74.53963339,12.5086131
170314603024023,71402,20328,17787,19098,4.014280092,1.06440465,43.2093699,11.45716123
170314603024024,94536,23593,24100,21995,3.922655602,1.072652876,42.22313167,11.54594443
170314603024025,131268,16757,17126,17126,7.66483709,0.978453813,82.50365532,10.53199372
170314603024026,109351,34549,41461,49459,2.637442416,0.698538183,28.38920612,7.519005663
170314603024027,147337,55249,56474,56268,2.608935085,0.98189024,28.08235563,10.56898313
170314603024028,99712,10286,17840,10685,5.589237668,0.962657932,60.16207946,10.3619682
170314603024029,75201,15833,9393,13469,8.006068349,1.175514144,86.1766396,12.65313438
170314603024031,42319,8489,8333,8333,5.078483139,1.018720749,54.6643611,10.9654236
170314604001001,216369,31391,36297,36297,5.961071163,0.864837314,64.16446361,9.309035385
170314604001002,194593,47306,44523,27496,4.370617434,1.720468432,47.04495478,18.51897605
170314604001003,307285,83260,71526,74455,4.296130079,1.118259351,46.24317921,12.03684866
170314604001005,126627,40617,39440,39440,3.210623732,1.029842799,34.55888112,11.08514041
170314604001006,187791,55354,56239,53799,3.339159658,1.028903883,35.9424309,11.07503399
170314604001007,147375,26074,36721,36721,4.013371096,0.710056916,43.19958554,7.642992322
170314604001008,171939,31751,28295,30604,6.076656653,1.037478761,65.40861601,11.16733325
170314604001009,146712,20743,17884,14599,8.203533885,1.420850743,88.30214186,15.2939167
170314604001010,149724,20205,25784,23526,5.806856966,0.858837031,62.50451509,9.244448848
170314604001011,109218,25406,26907,26907,4.059092429,0.94421526,43.6917261,10.16345285
170314604001012,130433,29450,36840,35433,3.540526602,0.831146107,38.10992758,8.946386088
170314604001013,185152,42576,44551,44551,4.155956095,0.955668784,44.73435837,10.28673761
170314604001014,187554,51438,54159,54159,3.463025536,0.949759043,37.27571269,10.22312566
170314604001015,247429,67404,76681,78088,3.226731524,0.863180002,34.73226402,9.291196216
170314604001016,216267,57283,58917,58917,3.670706248,0.972266069,39.51117023,10.46538938
170314604002000,148493,23337,24575,24575,6.042441506,0.949623601,65.04032707,10.22166777
170314604002001,141558,47580,45032,45032,3.143497957,1.056581986,33.83634497,11.37295874
170314604002002,159542,37281,49104,47344,3.249063213,0.787449307,34.97264042,8.47603745
170314604002003,214563,24564,26275,26275,8.16605138,0.934881066,87.89868335,10.06298037
170314604002004,155595,70639,49042,49042,3.172688716,1.440377635,34.15055182,15.50410251
170314604002005,92158,34531,31071,31071,2.966045509,1.111357858,31.92626189,11.96256157
170314604002006,76086,15438,16922,16922,4.496277036,0.91230351,48.39754406,9.819957485
170314604002007,79326,14886,17413,19472,4.555561936,0.764482334,49.03568169,8.228822897
170314604002009,142681,23712,26303,26303,5.424514314,0.901494126,58.38901127,9.703606193
170314604002010,151405,24947,23451,24861,6.456227879,1.003459233,69.49428845,10.80114994
170314604002011,143882,24957,25499,23250,5.642652653,1.073419355,60.73703382,11.55419475
170314604002012,111355,16525,16252,16252,6.85177209,1.016797933,73.75189272,10.94472657
170314604002014,71033,9826,9897,9897,7.177225422,0.992826109,77.25504474,10.6866959
170314604003000,107072,20555,17517,19365,6.11246218,1.061451072,65.79402365,11.42536916
170314604003001,183825,31620,32932,33792,5.581956759,0.935724432,60.08370838,10.0720583
170314604003002,49995,8260,9400,9400,5.318617021,0.878723404,57.24914181,9.458504077
170314604003003,106004,16517,18538,14274,5.718200453,1.157138854,61.55022392,12.45534433
170314604003004,164393,29643,27666,23621,5.942058845,1.254942636,63.95981663,13.50809593
170314604003005,126932,21994,22598,23375,5.616957253,0.940919786,60.46045072,10.12798065
170314604003006,141110,21818,19280,17726,7.318983402,1.230847343,78.78091561,13.24873624
170314604003007,112627,18579,14648,14648,7.688899508,1.268364282,82.76266115,13.65256538
170314604003008,124861,28480,21459,22957,5.818584277,1.240580215,62.63074688,13.35350005
170314604003009,134915,21012,19006,17966,7.098547827,1.169542469,76.4081658,12.58885579
170314604003010,185043,33065,21919,21919,8.442127834,1.5085086,90.87034686,16.23745842
170314604003011,169006,31316,25198,26344,6.707119613,1.188733677,72.19486575,12.79542832
170314604003013,155044,31526,25702,25676,6.032371022,1.227839227,64.93192923,13.21635714
170314604003014,185099,26812,23717,23893,7.804486234,1.122169673,84.00682684,12.07893903
170314604003015,147694,19336,17723,19071,8.333464989,1.013895443,89.70070922,10.91348442
170314604004000,84771,21715,16262,22182,5.21282745,0.978946894,56.11043185,10.53730121
170314604004001,148537,28367,22958,23133,6.469945117,1.226256862,69.64193963,13.1993247
170314604004002,154619,26224,24142,24702,6.404564659,1.061614444,68.93818993,11.42712769
170314604004003,141169,23511,18035,22761,7.827502079,1.032951101,84.25456744,11.1185979
170314604004004,89733,19395,16281,16050,5.511516492,1.208411215,59.32549532,13.00723566
170314604004005,99252,29774,28375,24376,3.497867841,1.221447325,37.65075231,13.14755525
170314604004006,109706,20547,13367,17029,8.207226752,1.20658876,88.34189157,12.98761892
170314604004007,142032,31483,25955,25955,5.472240416,1.212984011,58.90273098,13.05645685
170314604004008,119695,20338,21906,22181,5.46402812,0.91691087,58.81433452,9.869550711
170314604004009,158441,26334,22334,23336,7.094161368,1.128471032,76.36095033,12.14676632
170314604004010,119992,20152,15733,18545,7.626771754,1.086654085,82.09392327,11.69665226
170314604004011,109897,27843,25236,24186,4.354770962,1.151203175,46.8743847,12.39145319
170314604004012,115700,23667,23767,20981,4.868094417,1.12802059,52.39975476,12.14191781
170314604004013,128882,26442,22352,24917,5.766016464,1.061203195,62.0649114,11.42270104
170314604004014,122777,18074,15025,15238,8.171514143,1.186113663,87.95748408,12.76722671
170314604004015,92315,16282,13056,13438,7.070695466,1.211638637,76.10836535,13.04197536
170314605001000,228297,42248,36480,34656,6.258141447,1.219067405,67.36210292,13.12193799
170314605001001,24157,1787,10685,10685,2.260832943,0.1672438,24.33541375,1.800198053
170314605001003,65126,3552,11311,,5.757757935,,61.97601729,
170314605001004,112149,25975,17996,19646,6.231884863,1.322152092,67.07947928,14.2315328
170314605001005,226812,68846,70312,69292,3.225793606,0.993563471,34.72216834,10.69463279
170314605001006,116094,21758,20842,20842,5.570194799,1.043949717,59.95710363,11.23698607
170314605001007,83900,21540,20416,18184,4.109521944,1.184557853,44.2345451,12.7504801
170314605001008,99426,25237,22202,24284,4.478245203,1.039243947,48.20345094,11.18633356
170314605001009,69650,12463,10125,13562,6.879012346,0.918964754,74.04510452,9.891658552
170314605001010,73449,20669,19400,22709,3.786030928,0.910167775,40.75251529,9.796968611
170314605001011,66862,18735,12379,16680,5.401244042,1.123201439,58.13853204,12.09004487
170314605001012,106550,23697,24100,24490,4.421161826,0.967619437,47.58901032,10.41537342
170314605001013,104917,26869,21722,21159,4.829988031,1.269861525,51.98958086,13.66868158
170314605001014,79039,11561,19359,19359,4.082803864,0.597189937,43.94695396,6.428101757
170314605001015,64338,21841,19482,18116,3.302433015,1.205619342,35.54710844,12.97718418
170314605001016,222258,30630,33058,26912,6.723274245,1.138153983,72.36875284,12.25099279
170314605002000,136792,21704,27867,27867,4.908745111,0.778842358,52.83731538,8.383392983
170314605002001,186293,32320,27447,29245,6.787372026,1.105146179,73.05869591,11.89569959
170314605002002,138688,32390,20171,20765,6.875613505,1.559836263,74.00851969,16.78994503
170314605002003,99739,22328,16796,15620,5.938259109,1.429449424,63.9189166,15.38647217
170314605002004,142784,36108,29396,27957,4.857259491,1.291554888,52.28312854,13.9021871
170314605002005,139668,36601,32679,32679,4.273937391,1.120015912,46.00429901,12.05575614
170314605002006,156502,26377,24855,24855,6.296600282,1.061235164,67.77607054,11.42304515
170314605002007,110395,24558,19671,19718,5.612068527,1.245461,60.40782889,13.4060364
170314605002008,130939,30105,18412,27661,7.111611992,1.088355446,76.54878736,11.71496557
170314605002009,118813,25243,21874,21874,5.431699735,1.154018469,58.46635453,12.42175677
170314605002010,94824,20623,21069,22597,4.500640752,0.912643271,48.44451473,9.823614644
170314605002012,110678,19761,20332,20332,5.443537281,0.971916191,58.59377287,10.46162332
170314605002013,112532,23508,26254,28192,4.286280186,0.833853575,46.13715581,8.975529052
170314605002014,124341,20918,20882,20882,5.954458385,1.001723973,64.09328423,10.78247175
170314605002015,107799,19590,19576,20147,5.506691868,0.972353204,59.27356348,10.46632729
170314605002016,25878,5408,5114,5114,5.060226828,1.057489245,54.46785172,11.3827244
170314605002018,123458,19857,22733,21173,5.430783443,0.937845369,58.45649164,10.09488788
170314605002019,46188,6778,7917,7917,5.834028041,0.856132373,62.79698224,9.21533614
170314605003000,148468,26872,21004,22320,7.06855837,1.203942652,76.08536183,12.95913644
170314605003001,26392,3654,3305,3305,7.985476551,1.105597579,85.95499123,11.90055843
170314605003002,43620,8446,7303,7303,5.972887854,1.156511023,64.29165747,12.44858641
170314605003004,141473,31642,26692,26692,5.300202308,1.185448824,57.0509274,12.76007043
170314605003005,151314,29145,20536,21594,7.368231399,1.349680467,79.31101685,14.52784589
170314605003006,88154,24794,17766,18894,4.961949792,1.312268445,53.41000605,14.12514607
170314605003007,78168,17716,13359,16714,5.851336178,1.059949743,62.98328555,11.40920899
170314605003008,98297,21297,21516,20280,4.568553635,1.050147929,49.17552323,11.3037031
170314605003009,113730,20486,16610,16610,6.847080072,1.233353402,73.70138825,13.27571124
170314605003010,159074,34981,26293,28749,6.050051344,1.216772757,65.12223873,13.0972386
170314605003012,99843,24010,21220,20608,4.705136664,1.165081522,50.64569135,12.54083853
170314605003013,156488,32799,26752,26752,5.84958134,1.226039175,62.96439663,13.19698153
170314605003014,211402,31170,26374,28166,8.015545613,1.106653412,86.27865207,11.91192332
170314605003015,171052,41360,28261,30064,6.052581296,1.375731772,65.14947091,14.80825993
170314605003016,117563,27656,20226,21443,5.812469099,1.289744905,62.56492362,13.8827046
170314605003017,95270,17466,16905,15481,5.635610766,1.128221691,60.66123555,12.14408244
170314605003018,170812,40053,36761,36520,4.646554773,1.096741512,50.01512085,11.80523246
170314605003019,113490,26743,16612,17852,6.831808331,1.498039435,73.53700452,16.12476923
170314605003020,27868,15221,4336,31936,6.427121771,0.476609469,69.18099277,5.130183836
170314605003021,16487,4008,3660,3660,4.504644809,1.095081967,48.48761406,11.78736927
170314605003022,44164,12662,13098,13098,3.37181249,0.966712475,36.29390322,10.40561096
170314605003023,114985,21897,17890,16018,6.427333706,1.367024597,69.18327402,14.71453664
170314605003024,155361,29088,28090,27990,5.530829477,1.039228296,59.53337865,11.18616509
170314605003025,216042,46883,45304,42952,4.768717994,1.091520767,51.33007539,11.74903682
170314605004000,174712,31576,26986,28044,6.474171793,1.125944944,69.6874352,12.11957573
170314605004001,165899,36207,24833,29176,6.680586317,1.240985742,71.9092636,13.3578651
170314605004002,132267,21370,21824,21824,6.060621334,0.979197214,65.2360132,10.53999563
170314605004003,115572,35793,29269,17875,3.948614575,2.002405594,42.50255186,21.55372372
170314605004004,104309,22713,25542,29679,4.083822723,0.765288588,43.95792088,8.23750135
170314605004005,109474,24520,21975,21975,4.981751991,1.115813424,53.62315524,12.01052091
170314605004006,106116,20897,16698,16698,6.355012576,1.251467242,68.40481552,13.47068708
170314605004007,42337,6330,16266,16266,2.602791098,0.389155293,28.01622227,4.188834518
170314605004009,23202,4135,5309,5309,4.37031456,0.778866076,47.04169467,8.383648283
170314605004011,11370,,1200,,9.475,,101.9880951,
170314605004013,47424,9246,6016,10589,7.882978723,0.873170271,84.85171333,9.398730623
170314605004015,39186,5449,11271,8613,3.476710141,0.632648322,37.42301262,6.809772799
170314605004017,56323,11073,7621,7621,7.390499934,1.452958929,79.55071348,15.63952649
170314605004018,108108,21627,19970,19970,5.41352028,1.082974462,58.27067243,11.65704511
170314605004019,116309,27193,16501,23334,7.048603115,1.165380989,75.87056516,12.54406197
170314605004020,86262,19036,10942,13276,7.883567903,1.433865622,84.85805521,15.43400775
170314605004021,36043,6499,6575,5567,5.481825095,1.167415125,59.00589965,12.56595723
170314605004022,13422,2642,2230,2230,6.018834081,1.184753363,64.78621875,12.75258456
170314605005000,161907,37628,30799,29549,5.256891458,1.273410268,56.58473308,13.70687995
170314605005001,206459,34427,30993,30801,6.661471945,1.117723451,71.70351813,12.03108027
170314605005002,134973,29922,25319,27587,5.330897745,1.084641317,57.38133047,11.67498699
170314605005003,87568,14698,24260,24260,3.609563067,0.605853256,38.85303022,6.521352985
170314605005004,126975,25576,21575,21575,5.885283893,1.185446118,63.34869588,12.76004131
170314605005005,175593,31030,32855,32855,5.344483336,0.944452899,57.52756462,10.16601078
170314605005006,99477,26455,29606,30924,3.360028373,0.855484413,36.16705997,9.208361553
170314605005007,199745,40410,37152,38547,5.376426572,1.048330609,57.8713989,11.28414162
170314605005008,134318,23592,20533,22741,6.541567233,1.037421397,70.412874,11.16671579
170314605005009,152523,22946,18975,18000,8.038102767,1.274777778,86.52145535,13.72159971
170314605005010,124029,27971,21412,25722,5.792499533,1.087434881,62.34997291,11.70505668
170314605005011,95450,20919,14980,15762,6.371829105,1.327179292,68.58582721,14.28564516
170314605005012,177959,28301,21961,28525,8.103410592,0.992147239,87.22442323,10.6793886
170314605005015,139423,26712,36094,36094,3.862774976,0.740067601,41.57858171,7.966024792
170314605005016,5790,1925,1600,1600,3.61875,1.203125,38.95191759,12.9503353
170314605006000,120446,39398,41462,41462,2.904973228,0.950219478,31.26888506,10.22808174
170314605006001,171010,37046,47169,47169,3.625474358,0.785388709,39.02429801,8.453857342
170314605006002,119163,27772,23447,26472,5.082228004,1.049108492,54.7046705,11.29251469
170314605006003,105297,24738,19235,17935,5.474239667,1.37931419,58.92425075,14.84682077
170314605006004,120869,24594,20760,20760,5.822206166,1.184682081,62.66973258,12.75181728
170314605006005,173911,42165,38552,38552,4.511075949,1.093717576,48.55683831,11.77268308
170314605006007,173336,30186,28197,24221,6.147320637,1.246273895,66.16923713,13.41478633
170314605006008,118743,23207,24228,21833,4.901064884,1.062932259,52.75464607,11.44131254
170314605006009,170461,34054,20401,21601,8.355521788,1.576501088,89.93812674,16.96932379
170314605006010,113671,25448,16553,19245,6.867093578,1.322317485,73.91681192,14.23331308
170314605006011,124964,28570,17962,19276,6.957131723,1.482153974,74.88597486,15.95377947
170314605006012,122972,18444,20355,20381,6.041365758,0.904960502,65.02874781,9.740917973
170314605006013,163321,15086,21357,14457,7.647188276,1.043508335,82.31368498,11.23223507
170314605006014,98004,14954,11478,11478,8.538421328,1.302840216,91.90684184,14.02366141
170314605007000,45114,,25031,,1.802325117,,19.40007445,
170314605007001,50131,336,27434,1800,1.827331049,0.186666667,19.66923618,2.009264143
170314605007002,127027,7871,11100,15749,11.44387387,0.499777764,123.1808862,5.379565393
170314605007004,79121,9274,8500,17559,9.308352941,0.528162196,100.1943203,5.685093011
170314605007005,197837,40545,14830,31004,13.34032367,1.307734486,143.5941107,14.07634292
170314605007006,94395,24498,20532,17598,4.597457627,1.39209001,49.48664335,14.98433861
170314605007008,125658,6042,9313,9313,13.49275207,0.648770536,145.2348371,6.983310935
170314605007010,94473,18988,13310,13310,7.097896319,1.426596544,76.40115302,15.35576401
170314605007011,22718,4605,4921,4921,4.616541353,0.935785409,49.69205896,10.07271465
170314605007013,33812,2925,10978,10978,3.079978138,0.266441975,33.15262304,2.867958783
170314605007014,156508,26649,31855,31855,4.913137655,0.836571967,52.88459635,9.004789584
170314605007015,72773,17826,11267,11798,6.458950919,1.510934057,69.52359901,16.26356583
170314605007016,61844,14349,12967,11694,4.769337549,1.227039507,51.33674423,13.20774902
170314605007017,64708,15786,13900,13900,4.655251799,1.135683453,50.1087349,12.22440022
170314605007018,122861,28543,22948,22948,5.353887049,1.243812097,57.62878539,13.38828775
170314605007019,108851,19489,15010,13815,7.251898734,1.410712993,78.05882193,15.18479482
170314605007020,119901,19457,16630,15148,7.209921828,1.284459995,77.60698608,13.82581827
170314605007021,94320,14504,11685,10569,8.071887035,1.372315262,86.88510634,14.7714849
170314605007022,83546,19076,15750,15750,5.304507937,1.211174603,57.09727282,13.03698054
170314605007023,115246,31856,29657,28557,3.885962842,1.115523339,41.82817392,12.00739846
170314605007024,105981,24224,27102,24812,3.910449413,0.976301789,42.0917453,10.50882953
170314605007025,159079,37288,31508,31508,5.048844738,1.183445474,54.34533586,12.73850655
170314605007026,106897,31833,29574,29574,3.614560087,1.076384662,38.90681772,11.58611307
170314605007027,136777,25933,22936,24998,5.963419951,1.037402992,64.18974577,11.16651768
170314605007028,70398,13743,10424,11956,6.753453569,1.149464704,72.69360052,12.37274043
170314605007029,109505,31849,34444,34444,3.179218442,0.924660318,34.22083723,9.952965116
170314605007030,109105,39725,38416,38416,2.84009267,1.034074344,30.57051623,11.1306884
170314606001000,153121,29388,38287,34095,3.9992948,0.861944567,43.04806949,9.277898094
170314606001001,117488,42371,38227,38081,3.073429775,1.112654605,33.08213701,11.97651965
170314606001002,120691,34795,30744,37898,3.925676555,0.918122328,42.25564895,9.882590749
170314606001003,147046,19777,36710,22966,4.00561155,0.861142559,43.11606245,9.269265347
170314606001004,97952,21745,27239,19770,3.596020412,1.099898837,38.70725824,11.83921764
170314606001005,102806,18698,26935,27683,3.816818266,0.675432576,41.08390758,7.27029887
170314606001006,109311,28290,27540,27870,3.969172113,1.015069968,42.72383145,10.9261269
170314606001007,79310,23124,20426,24456,3.882796436,0.945534838,41.794091,10.17765667
170314606001009,118484,27341,23393,24405,5.064933955,1.120303217,54.51851883,12.05884865
170314606001010,114925,24108,20214,20214,5.685416048,1.192638765,61.19733537,12.83746236
170314606001011,93542,16341,10796,10796,8.664505372,1.513616154,93.26399979,16.2924357
170314606001013,116799,22545,15651,14907,7.462718037,1.512376736,80.328063,16.27909471
170314606001014,78728,17241,20765,19445,3.791379725,0.886654667,40.81008929,9.543875515
170314606001015,81746,12410,13859,13459,5.898405368,0.922059588,63.48993432,9.924971081
170314606001018,26432,12971,11564,14079,2.285714286,0.921301229,24.6032344,9.916808163
170314606001020,108747,27275,27795,29161,3.912466271,0.935324577,42.11345458,10.0677543
170314606001021,25029,3774,4158,4158,6.019480519,0.907647908,64.79317696,9.769844974
170314607001001,8716,1425,2310,2310,3.773160173,0.616883117,40.61397558,6.640077467
170314607001002,144781,31244,35065,35065,4.128931983,0.891030943,44.44347312,9.590981373
170314607001003,58620,7048,10967,8777,5.345126288,0.803007861,57.5344853,8.643508406
170314607001004,944218,239765,98956,33785,9.541796354,7.096788516,102.7070854,76.38922872
170314607001007,51617,9823,12773,11297,4.041102325,0.869522882,43.49808214,9.359470439
170314607001008,30553,6888,7590,10002,4.025428195,0.688662268,43.32936714,7.412702147
170314607001009,36068,11304,8032,11260,4.490537849,1.003907638,48.33576794,10.80597653
170314607001010,72499,18131,21332,24572,3.398603038,0.737872375,36.58227439,7.942395564
170314607001011,8887,2868,3350,3350,2.652835821,0.856119403,28.55489942,9.215196527
170314607002001,106364,23396,32133,37233,3.310117325,0.628367309,35.62982169,6.76369233
170314607002002,89359,22728,22718,30246,3.933400828,0.751438207,42.33879237,8.088417023
170314607002003,258432,15872,16397,19102,15.76093188,0.830907758,169.6493319,8.943820526
170314607002004,234393,19447,42600,33900,5.502183099,0.573657817,59.22503147,6.174804012
170314607002005,109756,25618,37173,34569,2.952573104,0.741068587,31.78124608,7.976799323
170314607002006,124395,31836,41373,41585,3.006671017,0.765564506,32.36355142,8.240471313
170314607002007,191181,32567,28664,26264,6.669725091,1.239986293,71.79235429,13.34710712
170314607002008,125043,23198,26344,28104,4.746545703,0.825434102,51.09141473,8.884902553
170314607002009,185638,44015,44206,44206,4.199384699,0.99567932,45.20182017,10.71740761
170314607003000,158880,31280,34227,30959,4.641949338,1.010368552,49.96554835,10.87552126
170314607003001,114881,37878,33534,34848,3.425806644,1.086949036,36.8750917,11.69982709
170314607003002,93847,28111,32473,38217,2.890000924,0.735562708,31.10772444,7.9175345
170314607003003,166199,39053,50881,47681,3.266425581,0.819047419,35.15952748,8.816156844
170314607003004,14149,2599,4400,2200,3.215681818,1.181363636,34.61332592,12.71609783
170314607003005,454077,59375,95193,51463,4.770067127,1.153741523,51.34459734,12.41877574
170314607003006,166900,36662,43927,43927,3.79948551,0.83461197,40.89733927,8.983692344
170314607003007,177838,28549,37990,36960,4.681179258,0.772429654,50.38781587,8.314367175
170314607003008,146678,33828,36226,35282,4.048970353,0.958789184,43.58277292,10.32032533
170314607003009,77770,27261,21583,21713,3.603298893,1.255515129,38.78560318,13.5142582
170314610001004,829776,42634,104777,104777,7.91944797,0.406902278,85.24426521,4.379861556
170314610001006,,2106,,1584,,1.329545455,,14.31111433
170314610001007,4391,3424,1926,1926,2.279854621,1.777777778,24.54016147,19.13584898
170314610001008,19810,8862,7921,10201,2.50094685,0.868738359,26.91997944,9.351025898
170314610001009,104124,36758,29318,29318,3.551538304,1.253769016,38.22845661,13.49546318
170314610001010,112175,9961,12356,11771,9.078585303,0.846232266,97.72112098,9.108772222
170314610001011,74189,17740,24055,25719,3.084140511,0.689762432,33.19742647,7.424544228
170314610001012,19925,6688,6814,6814,2.924126798,0.981508659,31.47505245,10.56487582
170314610001013,1131294,114520,110480,125880,10.23980811,0.909755323,110.2204246,9.792529009
170314610001014,11753,863,6285,3085,1.870007955,0.279740681,20.12860678,3.011104924
170314610001016,18789,5059,7302,7302,2.573130649,0.692823884,27.69695972,7.457497431
170314610001017,51900,11946,10628,10628,4.883327061,1.124012044,52.56371765,12.09877015
170314610001018,241565,10994,35661,26561,6.773926699,0.413915139,72.91397155,4.455347392
170314610001019,70298,23841,15705,22480,4.476154091,1.060542705,48.18094239,11.41559158
170314610001020,18067,3447,5190,5190,3.481117534,0.66416185,37.47045342,7.148981731
170314610001021,53306,11337,10994,10994,4.848644715,1.031198836,52.19039983,11.09973667
170314610001024,166978,27060,19773,36168,8.444747889,0.748175182,90.8985489,8.053294108
170314610001025,440113,13677,15737,13237,27.96676622,1.03324016,301.0318958,11.12170931
170314610001026,957519,19094,12260,12260,78.10106036,1.557422512,840.6731791,16.76396362
170314610001031,44158,8815,11120,11120,3.971043165,0.792715827,42.7439713,8.532725825
